"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Überalterungsquotient","gesamt","2014","05 Au - Haidhausen","117.7","8484","7206","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","06 Sendling","130","5792","4454","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","07 Sendling - Westpark","161.9","10650","6579","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","08 Schwanthalerhöhe","99.3","3622","3647","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","09 Neuhausen - Nymphenburg","139.7","16080","11512","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","10 Moosach","147.8","9653","6533","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","11 Milbertshofen - Am Hart","123.5","11493","9309","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","12 Schwabing - Freimann","138.2","11099","8030","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","13 Bogenhausen","165.8","17473","10538","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","14 Berg am Laim","136","7631","5609","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","15 Trudering - Riem","88.8","10628","11972","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","16 Ramersdorf - Perlach","149.1","22315","14965","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","17 Obergiesing - Fasangarten","135.9","8271","6085","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","18 Untergiesing - Harlaching","169.6","10226","6031","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","180.5","20180","11177","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","20 Hadern","172.7","10935","6333","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","21 Pasing - Obermenzing","138.7","14029","10111","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","22 Aubing - Lochhausen - Langwied","148.8","9059","6088","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","23 Allach - Untermenzing","135.1","6156","4557","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","24 Feldmoching - Hasenbergl","131.9","11426","8663","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2014","25 Laim","188.9","10688","5658","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","Stadt München","144.3","258887","179420","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","01 Altstadt - Lehel","174.3","3381","1940","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","02 Ludwigsvorstadt - Isarvorstadt","115.6","5625","4864","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","03 Maxvorstadt","151.1","6143","4065","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","04 Schwabing - West","164.8","11157","6772","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","05 Au - Haidhausen","118.6","8291","6992","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","06 Sendling","129.3","5731","4434","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","07 Sendling - Westpark","165.4","10567","6387","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","08 Schwanthalerhöhe","100","3541","3541","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","09 Neuhausen - Nymphenburg","140.6","15712","11171","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","10 Moosach","149","9505","6379","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","11 Milbertshofen - Am Hart","123.1","11343","9218","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","12 Schwabing - Freimann","142","10939","7702","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","13 Bogenhausen","168.7","17227","10212","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","14 Berg am Laim","140.2","7531","5370","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","15 Trudering - Riem","86.5","10344","11954","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","16 Ramersdorf - Perlach","149.5","21921","14661","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","17 Obergiesing - Fasangarten","138.2","8142","5890","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","18 Untergiesing - Harlaching","172.4","10169","5898","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","182.3","20056","11003","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","20 Hadern","173.3","10818","6243","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","21 Pasing - Obermenzing","138.2","13812","9995","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","22 Aubing - Lochhausen - Langwied","148.1","8970","6055","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","23 Allach - Untermenzing","135.8","6087","4481","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","24 Feldmoching - Hasenbergl","131.6","11318","8601","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2013","25 Laim","188.8","10557","5592","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","Stadt München","145","254947","175815","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","01 Altstadt - Lehel","177.4","3333","1879","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","02 Ludwigsvorstadt - Isarvorstadt","118.1","5509","4665","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","03 Maxvorstadt","154.6","6034","3904","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","04 Schwabing - West","167","10953","6558","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","05 Au - Haidhausen","120.2","8190","6814","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","06 Sendling","128.8","5636","4375","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","07 Sendling - Westpark","168","10497","6249","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","08 Schwanthalerhöhe","99.4","3507","3528","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","09 Neuhausen - Nymphenburg","142.7","15474","10842","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","10 Moosach","149.2","9319","6246","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","11 Milbertshofen - Am Hart","120.5","11164","9261","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","12 Schwabing - Freimann","141.3","10726","7590","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","13 Bogenhausen","168.7","16904","10018","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","14 Berg am Laim","143","7430","5197","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","15 Trudering - Riem","84.9","10106","11900","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","16 Ramersdorf - Perlach","147.7","21533","14577","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","17 Obergiesing - Fasangarten","142.8","8048","5635","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","18 Untergiesing - Harlaching","176.4","10090","5719","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","189.4","19718","10412","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","20 Hadern","172.4","10627","6163","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","21 Pasing - Obermenzing","138.4","13608","9829","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","22 Aubing - Lochhausen - Langwied","148.7","8817","5929","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","23 Allach - Untermenzing","135.5","6037","4456","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","24 Feldmoching - Hasenbergl","131.7","11263","8551","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2012","25 Laim","188.9","10423","5518","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","Stadt München","145","250354","172658","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","01 Altstadt - Lehel","181","3308","1828","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","02 Ludwigsvorstadt - Isarvorstadt","119","5407","4545","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","03 Maxvorstadt","159.9","5970","3734","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","04 Schwabing - West","169.8","10741","6325","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","05 Au - Haidhausen","124","8027","6471","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","06 Sendling","129.2","5558","4302","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","07 Sendling - Westpark","167.2","10353","6193","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","08 Schwanthalerhöhe","98.5","3400","3452","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","09 Neuhausen - Nymphenburg","144.5","15130","10472","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","10 Moosach","147.6","9112","6172","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","11 Milbertshofen - Am Hart","118.7","10936","9216","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","12 Schwabing - Freimann","141.3","10441","7389","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","13 Bogenhausen","166.5","16431","9871","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","14 Berg am Laim","144.5","7318","5063","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","15 Trudering - Riem","82.1","9766","11889","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","16 Ramersdorf - Perlach","144.3","20960","14527","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","17 Obergiesing - Fasangarten","141.5","7936","5607","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","18 Untergiesing - Harlaching","176.9","9993","5650","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","192","19555","10185","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","20 Hadern","170.4","10489","6154","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","21 Pasing - Obermenzing","140","13397","9569","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","22 Aubing - Lochhausen - Langwied","148.7","8682","5838","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","23 Allach - Untermenzing","138.3","5928","4287","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","24 Feldmoching - Hasenbergl","132.3","11192","8457","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2011","25 Laim","189","10324","5462","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","Stadt München","146","246943","169145","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","01 Altstadt - Lehel","185.4","3278","1768","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","02 Ludwigsvorstadt - Isarvorstadt","120.6","5359","4443","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","03 Maxvorstadt","160","5887","3679","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","04 Schwabing - West","172","10596","6159","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","05 Au - Haidhausen","126.3","7902","6259","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","06 Sendling","127.8","5535","4331","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","07 Sendling - Westpark","171","10289","6018","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","08 Schwanthalerhöhe","98.2","3335","3396","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","09 Neuhausen - Nymphenburg","148.3","14821","9997","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","10 Moosach","143.4","8961","6251","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","11 Milbertshofen - Am Hart","117.5","10759","9157","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","12 Schwabing - Freimann","143.8","10194","7087","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","13 Bogenhausen","164.5","16079","9777","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","14 Berg am Laim","146.6","7244","4941","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","15 Trudering - Riem","82.9","9506","11461","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","16 Ramersdorf - Perlach","140.9","20545","14577","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","17 Obergiesing - Fasangarten","145","7896","5445","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","18 Untergiesing - Harlaching","183.2","9962","5438","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","195.3","19267","9864","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","20 Hadern","168.9","10372","6141","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","21 Pasing - Obermenzing","142.1","13160","9264","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","22 Aubing - Lochhausen - Langwied","151.5","8586","5668","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","23 Allach - Untermenzing","139.5","5896","4227","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","24 Feldmoching - Hasenbergl","131.9","11162","8461","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2010","25 Laim","194","10352","5336","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","Stadt München","148","245260","165754","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","01 Altstadt - Lehel","195.8","3285","1678","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","02 Ludwigsvorstadt - Isarvorstadt","122.5","5281","4311","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","03 Maxvorstadt","160","5873","3671","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","04 Schwabing - West","176.6","10549","5972","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","05 Au - Haidhausen","130.6","7886","6038","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","06 Sendling","128.1","5547","4329","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","07 Sendling - Westpark","172.9","10205","5901","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","08 Schwanthalerhöhe","98.7","3345","3389","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","09 Neuhausen - Nymphenburg","154.4","14776","9573","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","10 Moosach","143.3","8932","6231","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","11 Milbertshofen - Am Hart","118.9","10677","8979","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","12 Schwabing - Freimann","149.3","10088","6757","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","13 Bogenhausen","164.2","15787","9617","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","14 Berg am Laim","147.3","7219","4902","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","15 Trudering - Riem","84.4","9335","11065","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","16 Ramersdorf - Perlach","140","20187","14418","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","17 Obergiesing - Fasangarten","145.5","7940","5456","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","18 Untergiesing - Harlaching","186.4","9994","5363","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","200.6","19128","9536","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","20 Hadern","168.9","10286","6089","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
"Überalterungsquotient","gesamt","2009","21 Pasing - Obermenzing","141.3","12995","9196","","","","Anzahl Einwohner ab 65 (gesamt)","Anzahl Einwohner jünger 15 (gesamt)","","",""
